proposal_id,investigator_id,investigator_name,career_stage,college_code,college_name,sponsor_id,sponsor_name,sponsor_type,proposal_type,submission_date,submission_month,fiscal_year,requested_amount,proposal_status,award_id,awarded_amount,decision_date,days_to_decision,award_start_date,award_end_date
LP-2025-00655,R0131,Maya Bennett,Established,SOC,College of Social Innovation,S011,Community Wellbeing Trust,Foundation,Internal Seed,2025-03-25,2025-03,FY25,106000,Active,AW2-2025-00655,67700,2025-09-18,177,2025-11-18,2027-05-12
LP-2025-00656,R0106,Priya Wang,Early Career,ENG,College of Engineering,S002,Natural Sciences Research Council,Federal,Research Project,2025-03-28,2025-03,FY25,36700,Not Funded,,0,2025-05-02,35,,
LP-2026-00657,R0167,Zain Gupta,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Equipment,2026-08-10,2026-08,FY27,84400,Submitted,,0,,,,
LP-2024-00658,R0003,Olivia Costa,Established,SOC,College of Social Innovation,S013,Education Access Foundation,Foundation,Research Project,2024-01-21,2024-01,FY24,172700,Closed,AW2-2024-00658,113900,2024-05-29,129,2024-07-05,2027-07-05
LP-2025-00659,R0059,Rafael Reyes,Senior,SOC,College of Social Innovation,S022,Helix Medical Devices,Industry,Training Grant,2025-01-09,2025-01,FY25,272700,Active,AW2-2025-00659,196500,2025-07-06,178,2025-08-17,2027-02-08
LP-2026-00660,R0024,Mei Tran,Established,ARC,College of Architecture and Design,S009,Massachusetts Innovation Fund,Provincial/State,Training Grant,2026-05-21,2026-05,FY26,74700,Not Funded,,0,2026-08-31,102,,
LP-2023-00661,R0119,Rafael Reyes,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Training Grant,2023-09-13,2023-09,FY24,154300,Active,AW2-2023-00661,125500,2023-11-14,62,2023-12-29,2024-12-28
LP-2024-00662,R0148,Lucas Haddad,Established,HUM,College of Humanities,S018,Global Development Partnership,International,Internal Seed,2024-06-28,2024-06,FY24,76300,Closed,AW2-2024-00662,71200,2025-01-03,189,2025-02-06,2026-07-31
LP-2025-00663,R0105,Leila Martin,Established,LAW,School of Law and Public Policy,S007,Department of Energy and Climate,Government,Research Project,2025-12-10,2025-12,FY26,282300,Closed,AW2-2025-00663,247800,2026-03-22,102,2026-06-05,2028-06-04
LP-2024-00664,R0034,Yara Lee,Established,ENG,College of Engineering,S013,Education Access Foundation,Foundation,Research Project,2024-12-05,2024-12,FY25,563000,Closed,AW2-2024-00664,503200,2025-01-29,55,2025-02-13,2027-02-13
LP-2025-00665,R0158,Theo Yamamoto,Established,SCI,College of Science,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2025-12-30,2025-12,FY26,129400,Active,AW2-2025-00665,100900,2026-05-30,151,2026-08-09,2027-08-09
LP-2025-00666,R0037,Nadia Nguyen,Early Career,BUS,School of Business,S012,Future Cities Foundation,Foundation,Research Project,2025-02-11,2025-02,FY25,25100,Active,AW2-2025-00666,15800,2025-06-11,120,2025-07-25,2027-07-25
LP-2023-00667,R0081,Victor Singh,Established,LAW,School of Law and Public Policy,S013,Education Access Foundation,Foundation,Internal Seed,2023-04-16,2023-04,FY23,23500,Not Funded,,0,2023-08-22,128,,
LP-2024-00668,R0090,Amina Ahmed,Established,ENG,College of Engineering,S024,Faculty Seed Grant Program,Internal,Research Project,2024-12-07,2024-12,FY25,187800,Not Funded,,0,2025-05-11,155,,
LP-2023-00669,R0120,Amina Ahmed,Early Career,ARC,College of Architecture and Design,S002,Natural Sciences Research Council,Federal,Research Project,2023-09-07,2023-09,FY24,105900,Not Funded,,0,2024-01-20,135,,
LP-2023-00670,R0149,Rafael Reyes,Early Career,BUS,School of Business,S022,Helix Medical Devices,Industry,Research Project,2023-03-21,2023-03,FY23,424200,Not Funded,,0,2023-09-20,183,,
LP-2026-00671,R0078,Elena Patel,Senior,SCI,College of Science,S006,Department of Public Health,Government,Research Project,2026-05-13,2026-05,FY26,143300,Active,AW2-2026-00671,117100,2026-08-26,105,2026-11-05,2029-11-04
LP-2026-00672,R0172,Chloe Chen,Early Career,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2026-02-16,2026-02,FY26,457100,Closed,AW2-2026-00672,406800,2026-07-01,135,2026-08-17,2027-08-17
LP-2024-00673,R0085,Sofia Evans,Established,BUS,School of Business,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2024-08-30,2024-08,FY25,64500,Not Funded,,0,2024-11-28,90,,
LP-2024-00674,R0115,Sofia Evans,Early Career,SOC,College of Social Innovation,S004,Advanced Technology Agency,Federal,Equipment,2024-10-27,2024-10,FY25,145800,Closed,AW2-2024-00674,93000,2025-03-09,133,2025-05-01,2026-10-23
LP-2025-00675,R0125,Daniel Walker,Established,BUS,School of Business,S011,Community Wellbeing Trust,Foundation,Training Grant,2025-01-28,2025-01,FY25,136700,Active,AW2-2025-00675,118400,2025-03-28,59,2025-04-07,2027-04-07
LP-2026-00676,R0049,Jia Zhou,Senior,LAW,School of Law and Public Policy,S018,Global Development Partnership,International,Research Project,2026-02-08,2026-02,FY26,194700,Not Funded,,0,2026-05-23,104,,
LP-2026-00677,R0077,Zain Gupta,Established,BUS,School of Business,S020,Northstar Analytics,Industry,Research Project,2026-04-17,2026-04,FY26,53200,Awarded,AW2-2026-00677,47900,2026-07-21,95,2026-09-12,2029-09-11
LP-2025-00678,R0148,Lucas Haddad,Established,HUM,College of Humanities,S006,Department of Public Health,Government,Fellowship,2025-01-29,2025-01,FY25,90700,Active,AW2-2025-00678,69000,2025-07-23,175,2025-09-15,2027-03-09
LP-2024-00679,R0041,Maya Bennett,Established,LAW,School of Law and Public Policy,S015,Civic Data Collaborative,Nonprofit,Internal Seed,2024-11-02,2024-11,FY25,96900,Not Funded,,0,2024-12-25,53,,
LP-2025-00680,R0058,Lucas Haddad,Early Career,ENG,College of Engineering,S021,Vertex Mobility Systems,Industry,Equipment,2025-06-13,2025-06,FY25,31600,Active,AW2-2025-00680,26100,2025-08-11,59,2025-10-01,2027-03-25
LP-2024-00681,R0009,Carlos Ito,Early Career,LAW,School of Law and Public Policy,S014,Biomedical Discovery Foundation,Foundation,Research Project,2024-05-31,2024-05,FY24,318900,Not Funded,,0,2024-09-16,108,,
LP-2026-00682,R0149,Rafael Reyes,Early Career,BUS,School of Business,S007,Department of Energy and Climate,Government,Research Project,2026-03-14,2026-03,FY26,75200,Withdrawn,,0,2026-05-15,62,,
LP-2025-00683,R0003,Olivia Costa,Established,SOC,College of Social Innovation,S006,Department of Public Health,Government,Research Project,2025-10-10,2025-10,FY26,142100,Active,AW2-2025-00683,96200,2025-12-10,61,2026-01-09,2027-01-09
LP-2026-00684,R0165,Leila Martin,Early Career,BUS,School of Business,S006,Department of Public Health,Government,Fellowship,2026-05-14,2026-05,FY26,56600,Under Review,,0,,,,
LP-2023-00685,R0180,Amina Ahmed,Established,HUM,College of Humanities,S017,International Research Consortium,International,Research Project,2023-11-21,2023-11,FY24,220400,Closed,AW2-2023-00685,199900,2024-04-04,135,2024-05-29,2026-05-29
LP-2024-00686,R0089,Rafael Reyes,Established,LAW,School of Law and Public Policy,S005,National Science Foundation,Federal,Research Project,2024-05-26,2024-05,FY24,77000,Not Funded,,0,2024-10-11,138,,
LP-2025-00687,R0104,Gabriel Dubois,Early Career,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Fellowship,2025-12-22,2025-12,FY26,144100,Active,AW2-2025-00687,142800,2026-04-04,103,2026-04-21,2027-10-13
LP-2026-00688,R0063,Olivia Costa,Early Career,HSC,College of Health Sciences,S010,Global Health Foundation,Foundation,Training Grant,2026-02-26,2026-02,FY26,88100,Not Funded,,0,2026-07-27,151,,
LP-2025-00689,R0041,Maya Bennett,Established,LAW,School of Law and Public Policy,S003,Social Innovation Research Council,Federal,Training Grant,2025-06-22,2025-06,FY25,46000,Active,AW2-2025-00689,40700,2025-08-25,64,2025-10-31,2028-10-30
LP-2026-00690,R0173,Isabelle Laurent,Established,BUS,School of Business,S019,Apex Biotechnologies,Industry,Training Grant,2026-05-12,2026-05,FY26,31100,Withdrawn,,0,2026-07-13,62,,
LP-2025-00691,R0167,Zain Gupta,Established,HSC,College of Health Sciences,S023,Internal Strategic Research Fund,Internal,Research Project,2025-09-05,2025-09,FY26,195900,Not Funded,,0,2025-11-08,64,,
LP-2026-00692,R0148,Lucas Haddad,Established,HUM,College of Humanities,S007,Department of Energy and Climate,Government,Fellowship,2026-07-17,2026-07,FY27,185500,Active,AW2-2026-00692,154500,2026-08-31,45,2026-09-24,2028-03-17
LP-2026-00693,R0051,Victor Singh,Established,SOC,College of Social Innovation,S023,Internal Strategic Research Fund,Internal,Research Project,2026-06-27,2026-06,FY26,167000,Not Funded,,0,2026-08-31,65,,
LP-2023-00694,R0133,Arjun Thomas,Early Career,BUS,School of Business,S022,Helix Medical Devices,Industry,Research Project,2023-10-17,2023-10,FY24,41900,Active,AW2-2023-00694,34200,2024-02-24,130,2024-04-09,2025-04-09
LP-2025-00695,R0138,Elena Patel,Early Career,ENG,College of Engineering,S018,Global Development Partnership,International,Research Project,2025-06-24,2025-06,FY25,182400,Active,AW2-2025-00695,129700,2025-10-07,105,2025-12-17,2027-06-10
LP-2026-00696,R0108,Elena Patel,Established,HUM,College of Humanities,S025,Interdisciplinary Catalyst Fund,Internal,Research Project,2026-02-09,2026-02,FY26,469900,Not Funded,,0,2026-05-19,99,,
LP-2026-00697,R0063,Olivia Costa,Early Career,HSC,College of Health Sciences,S020,Northstar Analytics,Industry,Research Project,2026-02-27,2026-02,FY26,138000,Not Funded,,0,2026-04-26,58,,
LP-2024-00698,R0053,Isabelle Laurent,Early Career,BUS,School of Business,S025,Interdisciplinary Catalyst Fund,Internal,Internal Seed,2024-12-12,2024-12,FY25,293900,Awarded,AW2-2024-00698,242200,2025-04-05,114,2025-04-25,2028-04-24
LP-2023-00699,R0080,Noah Johnson,Established,ARC,College of Architecture and Design,S006,Department of Public Health,Government,Fellowship,2023-05-26,2023-05,FY23,202600,Active,AW2-2023-00699,172900,2023-09-13,110,2023-11-02,2025-04-25
LP-2024-00700,R0103,Arjun Thomas,Established,HSC,College of Health Sciences,S010,Global Health Foundation,Foundation,Research Project,2024-03-02,2024-03,FY24,739200,Not Funded,,0,2024-04-27,56,,
LP-2024-00701,R0131,Maya Bennett,Established,SOC,College of Social Innovation,S001,National Health Research Council,Federal,Research Project,2024-05-02,2024-05,FY24,90200,Not Funded,,0,2024-08-16,106,,
LP-2025-00702,R0021,Victor Singh,Established,BUS,School of Business,S021,Vertex Mobility Systems,Industry,Research Project,2025-12-28,2025-12,FY26,48600,Active,AW2-2025-00702,41700,2026-06-25,179,2026-08-19,2028-08-18
LP-2026-00703,R0108,Elena Patel,Established,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2026-03-06,2026-03,FY26,62600,Closed,AW2-2026-00703,61900,2026-07-27,143,2026-08-31,2028-02-22
LP-2025-00704,R0161,Maya Bennett,Established,LAW,School of Law and Public Policy,S022,Helix Medical Devices,Industry,Research Project,2025-07-25,2025-07,FY26,106500,Awarded,AW2-2025-00704,105300,2025-10-29,96,2025-11-24,2028-11-23
LP-2024-00705,R0152,Jonah Smith,Early Career,ARC,College of Architecture and Design,S004,Advanced Technology Agency,Federal,Research Project,2024-02-03,2024-02,FY24,88400,Not Funded,,0,2024-04-22,79,,
LP-2026-00706,R0121,Fatima Khan,Early Career,LAW,School of Law and Public Policy,S003,Social Innovation Research Council,Federal,Research Project,2026-05-07,2026-05,FY26,43400,Awarded,AW2-2026-00706,31500,2026-08-18,103,2026-10-09,2027-10-09
LP-2023-00707,R0148,Lucas Haddad,Established,HUM,College of Humanities,S023,Internal Strategic Research Fund,Internal,Fellowship,2023-11-19,2023-11,FY24,33300,Active,AW2-2023-00707,27400,2024-03-02,104,2024-04-27,2025-10-19
LP-2024-00708,R0165,Leila Martin,Early Career,BUS,School of Business,S016,Urban Resilience Network,Nonprofit,Research Project,2024-12-20,2024-12,FY25,410800,Active,AW2-2024-00708,295200,2025-05-10,141,2025-07-24,2026-07-24
LP-2026-00709,R0133,Arjun Thomas,Early Career,BUS,School of Business,S005,National Science Foundation,Federal,Fellowship,2026-05-02,2026-05,FY26,69600,Under Review,,0,,,,
LP-2024-00710,R0046,Priya Wang,Senior,SCI,College of Science,S024,Faculty Seed Grant Program,Internal,Research Project,2024-03-07,2024-03,FY24,168200,Not Funded,,0,2024-07-15,130,,
LP-2024-00711,R0142,Chloe Chen,Established,SCI,College of Science,S005,National Science Foundation,Federal,Research Project,2024-08-10,2024-08,FY25,250500,Not Funded,,0,2025-01-13,156,,
LP-2024-00712,R0076,Priya Wang,Early Career,HUM,College of Humanities,S011,Community Wellbeing Trust,Foundation,Research Project,2024-11-05,2024-11,FY25,150600,Not Funded,,0,2024-12-20,45,,
LP-2023-00713,R0147,Grace Williams,Early Career,SOC,College of Social Innovation,S010,Global Health Foundation,Foundation,Research Project,2023-10-21,2023-10,FY24,146900,Closed,AW2-2023-00713,144100,2023-12-31,71,2024-02-19,2025-02-18
LP-2025-00714,R0130,Hana Roy,Senior,ENG,College of Engineering,S018,Global Development Partnership,International,Research Project,2025-04-30,2025-04,FY25,40100,Active,AW2-2025-00714,36500,2025-06-15,46,2025-08-10,2028-08-09
LP-2024-00715,R0098,Theo Yamamoto,Early Career,ENG,College of Engineering,S012,Future Cities Foundation,Foundation,Equipment,2024-11-26,2024-11,FY25,97500,Awarded,AW2-2024-00715,86300,2025-02-28,94,2025-04-13,2026-04-13
LP-2023-00716,R0105,Leila Martin,Established,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Internal Seed,2023-07-09,2023-07,FY24,210800,Active,AW2-2023-00716,140000,2023-12-13,157,2024-01-06,2025-01-05
LP-2023-00717,R0020,Noah Johnson,Senior,HUM,College of Humanities,S003,Social Innovation Research Council,Federal,Research Project,2023-11-09,2023-11,FY24,55200,Not Funded,,0,2024-03-25,137,,
LP-2024-00718,R0028,Lucas Haddad,Established,HUM,College of Humanities,S005,National Science Foundation,Federal,Research Project,2024-07-27,2024-07,FY25,535100,Not Funded,,0,2025-01-27,184,,
LP-2025-00719,R0040,Hana Roy,Early Career,ARC,College of Architecture and Design,S020,Northstar Analytics,Industry,Internal Seed,2025-06-06,2025-06,FY25,77700,Not Funded,,0,2025-09-16,102,,
LP-2026-00720,R0018,Elena Patel,Established,ENG,College of Engineering,S019,Apex Biotechnologies,Industry,Training Grant,2026-07-13,2026-07,FY27,81600,Under Review,,0,,,,
LP-2024-00721,R0148,Lucas Haddad,Established,HUM,College of Humanities,S003,Social Innovation Research Council,Federal,Research Project,2024-02-08,2024-02,FY24,54300,Not Funded,,0,2024-08-11,185,,
LP-2024-00722,R0064,Yara Lee,Early Career,ARC,College of Architecture and Design,S011,Community Wellbeing Trust,Foundation,Research Project,2024-10-20,2024-10,FY25,215900,Awarded,AW2-2024-00722,180500,2025-02-17,120,2025-03-03,2028-03-02
LP-2023-00723,R0054,Mei Tran,Established,SCI,College of Science,S022,Helix Medical Devices,Industry,Research Project,2023-12-06,2023-12,FY24,34100,Closed,AW2-2023-00723,26000,2024-03-11,96,2024-03-30,2025-03-30
LP-2023-00724,R0126,Jamal Garcia,Established,SCI,College of Science,S016,Urban Resilience Network,Nonprofit,Internal Seed,2023-10-15,2023-10,FY24,75600,Not Funded,,0,2024-04-22,190,,
LP-2025-00725,R0167,Zain Gupta,Established,HSC,College of Health Sciences,S007,Department of Energy and Climate,Government,Research Project,2025-02-25,2025-02,FY25,149200,Not Funded,,0,2025-05-08,72,,
LP-2023-00726,R0161,Maya Bennett,Established,LAW,School of Law and Public Policy,S021,Vertex Mobility Systems,Industry,Research Project,2023-05-27,2023-05,FY23,52900,Not Funded,,0,2023-11-19,176,,
LP-2026-00727,R0130,Hana Roy,Senior,ENG,College of Engineering,S013,Education Access Foundation,Foundation,Research Project,2026-07-11,2026-07,FY27,327400,Awarded,AW2-2026-00727,309600,2026-08-28,48,2026-09-22,2028-09-21
LP-2023-00728,R0038,Theo Yamamoto,Senior,SCI,College of Science,S004,Advanced Technology Agency,Federal,Research Project,2023-07-21,2023-07,FY24,27400,Closed,AW2-2023-00728,26400,2024-01-03,166,2024-02-25,2025-08-18
LP-2024-00729,R0145,Sofia Evans,Senior,LAW,School of Law and Public Policy,S003,Social Innovation Research Council,Federal,Research Project,2024-03-10,2024-03,FY24,252800,Closed,AW2-2024-00729,174100,2024-07-11,123,2024-09-08,2025-09-08
LP-2023-00730,R0095,Daniel Walker,Early Career,HSC,College of Health Sciences,S014,Biomedical Discovery Foundation,Foundation,Research Project,2023-07-31,2023-07,FY24,202000,Active,AW2-2023-00730,185300,2023-09-22,53,2023-10-18,2025-10-17
LP-2026-00731,R0007,Nadia Nguyen,Established,HSC,College of Health Sciences,S002,Natural Sciences Research Council,Federal,Research Project,2026-04-27,2026-04,FY26,1339700,Active,AW2-2026-00731,943100,2026-08-22,117,2026-10-23,2027-10-23
LP-2023-00732,R0137,Zain Gupta,Established,LAW,School of Law and Public Policy,S001,National Health Research Council,Federal,Training Grant,2023-08-24,2023-08,FY24,63100,Active,AW2-2023-00732,54600,2023-09-30,37,2023-11-23,2024-11-22
LP-2026-00733,R0133,Arjun Thomas,Early Career,BUS,School of Business,S002,Natural Sciences Research Council,Federal,Training Grant,2026-01-05,2026-01,FY26,61300,Not Funded,,0,2026-06-06,152,,
LP-2025-00734,R0082,Chloe Chen,Established,ENG,College of Engineering,S024,Faculty Seed Grant Program,Internal,Fellowship,2025-03-27,2025-03,FY25,55100,Active,AW2-2025-00734,46200,2025-09-02,159,2025-10-25,2027-04-18
LP-2024-00735,R0034,Yara Lee,Established,ENG,College of Engineering,S015,Civic Data Collaborative,Nonprofit,Research Project,2024-10-21,2024-10,FY25,214000,Closed,AW2-2024-00735,192300,2025-04-14,175,2025-05-20,2028-05-19
LP-2023-00736,R0057,Grace Williams,Established,LAW,School of Law and Public Policy,S010,Global Health Foundation,Foundation,Research Project,2023-09-14,2023-09,FY24,52500,Active,AW2-2023-00736,49800,2023-12-07,84,2024-01-17,2025-01-16
LP-2024-00737,R0137,Zain Gupta,Established,LAW,School of Law and Public Policy,S005,National Science Foundation,Federal,Internal Seed,2024-09-15,2024-09,FY25,103300,Not Funded,,0,2025-01-31,138,,
LP-2025-00738,R0068,Theo Yamamoto,Established,HUM,College of Humanities,S020,Northstar Analytics,Industry,Internal Seed,2025-12-01,2025-12,FY26,65600,Not Funded,,0,2026-05-26,176,,
LP-2026-00739,R0001,Fatima Khan,Senior,LAW,School of Law and Public Policy,S002,Natural Sciences Research Council,Federal,Research Project,2026-02-22,2026-02,FY26,161500,Not Funded,,0,2026-08-05,164,,
LP-2024-00740,R0110,Noah Johnson,Early Career,SCI,College of Science,S002,Natural Sciences Research Council,Federal,Research Project,2024-08-13,2024-08,FY25,247100,Withdrawn,,0,2024-09-21,39,,
LP-2025-00741,R0129,Carlos Ito,Established,LAW,School of Law and Public Policy,S017,International Research Consortium,International,Research Project,2025-02-14,2025-02,FY25,38100,Active,AW2-2025-00741,24600,2025-06-11,117,2025-07-13,2027-01-04
